-3.841499403001323808e+05,8.281262961405109381e+05,2.609210508344079426e+05
-9.189270414715382503e+04,-5.956980817597620626e+04,-1.487172027986066823e+05
-9.443917281391560100e+05,1.493307721030189132e+05,-1.952197401992685991e+04
1.387737649008159315e+04,-7.175760943924706953e+04,-1.575891923561139556e+05
-4.089116218355668825e+05,1.591032455909478267e+04,-1.020261187570878101e+05
-5.583090799568849616e+05,9.316583153774196398e+04,-8.030939753381365153e+04
-1.982023005804014683e+05,-1.869817955027638527e+04,-1.231250681168793235e+05
4.745656456486961106e+05,8.364547517640580190e+05,2.640517333425552933e+05
-2.501916305562563939e+05,-1.313101581164788695e+04,-1.288997010183152452e+05
3.087726939141456387e+05,-1.468791870451183640e+05,-1.986976903817923740e+05
-2.765079912819354213e+05,-2.176192539674104864e+03,-1.156518636287084810e+05
-5.024293564469532575e+05,5.093342556304472964e+04,-9.202199210444488563e+04
-2.135212828458406439e+05,-7.735178392505786178e+03,-1.319997898326432623e+05
7.513286579223305453e+05,-2.169797115163266135e+05,-2.639947364479146781e+05
5.272925319349040510e+05,4.756806994004747248e+05,6.098197444616239227e+04
-4.941615305367193650e+05,5.208462219666827878e+04,-8.054883308502333239e+04
3.346032760314810439e+05,-1.504363226450224756e+05,-2.145498397971499944e+05
1.673863381251642422e+05,-1.228432612178818817e+05,-1.821874262240062526e+05
-5.223138858772135573e+05,7.118762626259533863e+04,-4.138014697372979572e+04
7.101232777337858352e+03,-3.093289837177037844e+05,3.852746077029609005e+05
-8.740279208423040109e+04,-3.689893847890829202e+05,5.880108097750210436e+05
4.829647209016135894e+05,-1.842770019370825903e+05,-2.255755476588908350e+05
5.039388738443365582e+04,-5.847863444642051763e+04,-1.664976373563154775e+05
-5.472746919631648780e+04,-5.355984791603833582e+04,-1.430583752354813914e+05
4.037023450163593516e+05,-5.619587719339604955e+05,7.036476856909778435e+05
1.195860351888093399e+06,-3.600997355847415747e+05,-3.483962288339323713e+05
-3.002103828253495740e+05,4.765768942924451949e+03,-1.110534929828855966e+05
3.142463544131079689e+05,-1.430114019152041583e+05,-1.989984282101806602e+05
-2.492659235965717526e+05,-6.278527413086158958e+03,-1.161097679570533510e+05
-4.501210066475458443e+05,-2.266864467198268976e+05,5.639797859612724278e+05
-2.700730490891466034e+05,-2.914981053696639265e+03,-1.188773054915185639e+05
-7.626229789308152976e+04,-3.366387755054173613e+04,-1.412753994563531014e+05
-2.566491187163905124e+03,-5.422111233968948363e+04,-1.567963966676827404e+05
